seqname,source,feature,HP_number,start,end,Putative_Id,Orf_Size,Prot_Size(est),score,strand,frame,attribute
.,forsyth,gene,HP0753,808936,809313,flagellar protein (fliS) {Bacillus subtilis},377,13860,.,+,.,gene=HP0753;Putative_Id=flagellar protein (fliS) {Bacillus subtilis};Orf_Size=377;Prot_Size(est)=13860.0
.,forsyth,gene,HP0754,809303,809539,hypothetical protein,236,8690,.,+,.,gene=HP0754;Putative_Id=hypothetical protein;Orf_Size=236;Prot_Size(est)=8690.0
.,forsyth,gene,HP0755,809635,810264,molybdopterin biosynthesis protein (moeB) {Haemophilus influenzae},629,23100,.,+,.,gene=HP0755;Putative_Id=molybdopterin biosynthesis protein (moeB) {Haemophilus influenzae};Orf_Size=629;Prot_Size(est)=23100.0
.,forsyth,gene,HP0756,810269,810412,hypothetical protein,143,5280,.,+,.,gene=HP0756;Putative_Id=hypothetical protein;Orf_Size=143;Prot_Size(est)=5280.0
.,forsyth,gene,HP0757,810419,811294,beta-alanine synthetase homolog {Paramecium bursaria Chlorella virus 1},875,32120,.,+,.,gene=HP0757;Putative_Id=beta-alanine synthetase homolog {Paramecium bursaria Chlorella virus 1};Orf_Size=875;Prot_Size(est)=32120.0
.,forsyth,gene,HP0758,811424,812734,conserved hypothetical integral membrane protein {Haemophilus influenzae},1310,48070,.,+,.,gene=HP0758;Putative_Id=conserved hypothetical integral membrane protein {Haemophilus influenzae};Orf_Size=1310;Prot_Size(est)=48070.0
.,forsyth,gene,HP0759,812800,814050,conserved hypothetical integral membrane protein {Pyrococcus sp.},1250,45870,.,+,.,gene=HP0759;Putative_Id=conserved hypothetical integral membrane protein {Pyrococcus sp.};Orf_Size=1250;Prot_Size(est)=45870.0
.,forsyth,gene,HP0760,814057,815442,conserved hypothetical protein {Mycoplasma mycoides},1385,50820,.,-,.,gene=HP0760;Putative_Id=conserved hypothetical protein {Mycoplasma mycoides};Orf_Size=1385;Prot_Size(est)=50820.0
.,forsyth,gene,HP0761,815548,816147,hypothetical protein,599,22000,.,-,.,gene=HP0761;Putative_Id=hypothetical protein;Orf_Size=599;Prot_Size(est)=22000.0
.,forsyth,gene,HP0762,816317,816871,hypothetical protein,554,20350,.,+,.,gene=HP0762;Putative_Id=hypothetical protein;Orf_Size=554;Prot_Size(est)=20350.0
.,forsyth,gene,HP0763,816883,817761,cell division protein (ftsY) {Haemophilus influenzae},878,32230,.,+,.,gene=HP0763;Putative_Id=cell division protein (ftsY) {Haemophilus influenzae};Orf_Size=878;Prot_Size(est)=32230.0
.,forsyth,gene,HP0764,817776,819059,hypothetical protein,1283,47080,.,-,.,gene=HP0764;Putative_Id=hypothetical protein;Orf_Size=1283;Prot_Size(est)=47080.0
.,forsyth,gene,HP0765,819073,819378,hypothetical protein,305,11220,.,-,.,gene=HP0765;Putative_Id=hypothetical protein;Orf_Size=305;Prot_Size(est)=11220.0
.,forsyth,gene,HP0766,819392,820213,hypothetical protein,821,30140,.,-,.,gene=HP0766;Putative_Id=hypothetical protein;Orf_Size=821;Prot_Size(est)=30140.0
.,forsyth,gene,HP0767,820302,820373,hypothetical protein,71,2640,.,-,.,gene=HP0767;Putative_Id=hypothetical protein;Orf_Size=71;Prot_Size(est)=2640.0
.,forsyth,gene,HP0768,820480,821442,molybdenum cofactor biosynthesis protein A (moaA) {Haemophilus influenzae},962,35310,.,-,.,gene=HP0768;Putative_Id=molybdenum cofactor biosynthesis protein A (moaA) {Haemophilus influenzae};Orf_Size=962;Prot_Size(est)=35310.0
.,forsyth,gene,HP0769,821530,822132,molybdopterin-guanine dinucleotide biosynthesis protein A (mobA) {Haemophilus influenzae},602,22110,.,+,.,gene=HP0769;Putative_Id=molybdopterin-guanine dinucleotide biosynthesis protein A (mobA) {Haemophilus influenzae};Orf_Size=602;Prot_Size(est)=22110.0
.,forsyth,gene,HP0770,822128,823201,flagellar biosynthetic protein (flhB) {Bacillus subtilis},1073,39380,.,+,.,gene=HP0770;Putative_Id=flagellar biosynthetic protein (flhB) {Bacillus subtilis};Orf_Size=1073;Prot_Size(est)=39380.0
.,forsyth,gene,HP0771,823280,824014,hypothetical protein,734,26950,.,-,.,gene=HP0771;Putative_Id=hypothetical protein;Orf_Size=734;Prot_Size(est)=26950.0
.,forsyth,gene,HP0772,824036,825355,N-acetylmuramoyl-L-alanine amidase (amiA) {Escherichia coli},1319,48400,.,-,.,gene=HP0772;Putative_Id=N-acetylmuramoyl-L-alanine amidase (amiA) {Escherichia coli};Orf_Size=1319;Prot_Size(est)=48400.0
.,forsyth,gene,HP0773,825365,826453,hypothetical protein,1088,39930,.,-,.,gene=HP0773;Putative_Id=hypothetical protein;Orf_Size=1088;Prot_Size(est)=39930.0
.,forsyth,gene,HP0774,826473,827678,tyrosyl-tRNA synthetase (tyrS) {Haemophilus influenzae},1205,44220,.,-,.,gene=HP0774;Putative_Id=tyrosyl-tRNA synthetase (tyrS) {Haemophilus influenzae};Orf_Size=1205;Prot_Size(est)=44220.0
.,forsyth,gene,HP0775,827705,830029,penta-phosphate guanosine-3'-pyrophosphohydrolase (spoT) {Escherichia coli},2324,85250,.,-,.,gene=HP0775;Putative_Id=penta-phosphate guanosine-3'-pyrophosphohydrolase (spoT) {Escherichia coli};Orf_Size=2324;Prot_Size(est)=85250.0
.,forsyth,gene,HP0776,830019,830270,hypothetical protein,251,9240,.,-,.,gene=HP0776;Putative_Id=hypothetical protein;Orf_Size=251;Prot_Size(est)=9240.0
.,forsyth,gene,HP0777,830285,831004,uridine 5'-monophosphate (UMP) kinase (pyrH) {Escherichia coli},719,26400,.,-,.,gene=HP0777;Putative_Id=uridine 5'-monophosphate (UMP) kinase (pyrH) {Escherichia coli};Orf_Size=719;Prot_Size(est)=26400.0
.,forsyth,gene,HP0778,831115,831795,hypothetical protein,680,24970,.,-,.,gene=HP0778;Putative_Id=hypothetical protein;Orf_Size=680;Prot_Size(est)=24970.0
.,forsyth,gene,HP0779,831923,834481,aconitase B (acnB) {Escherichia coli},2558,93830,.,+,.,gene=HP0779;Putative_Id=aconitase B (acnB) {Escherichia coli};Orf_Size=2558;Prot_Size(est)=93830.0
.,forsyth,gene,HP0780,834559,834828,hypothetical protein,269,9900,.,+,.,gene=HP0780;Putative_Id=hypothetical protein;Orf_Size=269;Prot_Size(est)=9900.0
.,forsyth,gene,HP0781,835102,836388,hypothetical protein,1286,47190,.,+,.,gene=HP0781;Putative_Id=hypothetical protein;Orf_Size=1286;Prot_Size(est)=47190.0
.,forsyth,gene,HP0782,836485,837849,hypothetical protein,1364,50050,.,+,.,gene=HP0782;Putative_Id=hypothetical protein;Orf_Size=1364;Prot_Size(est)=50050.0
.,forsyth,gene,HP0783,837862,838356,hypothetical protein,494,18150,.,-,.,gene=HP0783;Putative_Id=hypothetical protein;Orf_Size=494;Prot_Size(est)=18150.0
.,forsyth,gene,HP0784,838719,838850,hypothetical protein,131,4840,.,+,.,gene=HP0784;Putative_Id=hypothetical protein;Orf_Size=131;Prot_Size(est)=4840.0
.,forsyth,gene,HP0785,838881,839432,conserved hypothetical secreted protein {Coxiella burnetii},551,20240,.,-,.,gene=HP0785;Putative_Id=conserved hypothetical secreted protein {Coxiella burnetii};Orf_Size=551;Prot_Size(est)=20240.0
.,forsyth,gene,HP0786,839580,842174,preprotein translocase subunit (secA) {Haemophilus influenzae},2594,95150,.,+,.,gene=HP0786;Putative_Id=preprotein translocase subunit (secA) {Haemophilus influenzae};Orf_Size=2594;Prot_Size(est)=95150.0
.,forsyth,gene,HP0787,842167,843396,conserved hypothetical integral membrane protein {Haemophilus influenzae},1229,45100,.,+,.,gene=HP0787;Putative_Id=conserved hypothetical integral membrane protein {Haemophilus influenzae};Orf_Size=1229;Prot_Size(est)=45100.0
.,forsyth,gene,HP0788,843679,845175,hypothetical protein,1496,54890,.,+,.,gene=HP0788;Putative_Id=hypothetical protein;Orf_Size=1496;Prot_Size(est)=54890.0
.,forsyth,gene,HP0789,845260,845403,hypothetical protein,143,5280,.,-,.,gene=HP0789;Putative_Id=hypothetical protein;Orf_Size=143;Prot_Size(est)=5280.0
.,forsyth,gene,HP0790,845543,846835,anti-codon nuclease masking agent (prrB) {Escherichia coli},1292,47410,.,-,.,gene=HP0790;Putative_Id=anti-codon nuclease masking agent (prrB) {Escherichia coli};Orf_Size=1292;Prot_Size(est)=47410.0
.,forsyth,gene,HP0791,846880,848937,"cadmium-transporting ATPase, P-type (cadA) {Helicobacter pylori}",2057,75460,.,-,.,"gene=HP0791;Putative_Id=cadmium-transporting ATPase, P-type (cadA) {Helicobacter pylori};Orf_Size=2057;Prot_Size(est)=75460.0"
.,forsyth,gene,HP0792,848965,850482,sigma-54 interacting protein {Helicobacter pylori},1517,55660,.,-,.,gene=HP0792;Putative_Id=sigma-54 interacting protein {Helicobacter pylori};Orf_Size=1517;Prot_Size(est)=55660.0
.,forsyth,gene,HP0793,850491,851012,polypeptide deformylase (def) {Escherichia coli},521,19140,.,-,.,gene=HP0793;Putative_Id=polypeptide deformylase (def) {Escherichia coli};Orf_Size=521;Prot_Size(est)=19140.0
.,forsyth,gene,HP0794,851020,851607,ATP-dependent clp protease proteolytic component (clpP) {Haemophilus influenzae},587,21560,.,-,.,gene=HP0794;Putative_Id=ATP-dependent clp protease proteolytic component (clpP) {Haemophilus influenzae};Orf_Size=587;Prot_Size(est)=21560.0
.,forsyth,gene,HP0795,851628,852980,trigger factor (tig) {Escherichia coli},1352,49610,.,-,.,gene=HP0795;Putative_Id=trigger factor (tig) {Escherichia coli};Orf_Size=1352;Prot_Size(est)=49610.0
.,forsyth,gene,HP0796,853095,853928,outer membrane protein (omp18),833,30580,.,-,.,gene=HP0796;Putative_Id=outer membrane protein (omp18);Orf_Size=833;Prot_Size(est)=30580.0
.,forsyth,gene,HP0797,853960,854739,flagellar sheath adhesin hpaA {Helicobacter pylori},779,28600,.,-,.,gene=HP0797;Putative_Id=flagellar sheath adhesin hpaA {Helicobacter pylori};Orf_Size=779;Prot_Size(est)=28600.0
.,forsyth,gene,HP0798,854861,855334,molybdenum cofactor biosynthesis protein C (moaC) {Helicobacter pylori},473,17380,.,-,.,gene=HP0798;Putative_Id=molybdenum cofactor biosynthesis protein C (moaC) {Helicobacter pylori};Orf_Size=473;Prot_Size(est)=17380.0
.,forsyth,gene,HP0799,855346,855873,molybdopterin biosynthesis protein (mog) {Escherichia coli},527,19360,.,-,.,gene=HP0799;Putative_Id=molybdopterin biosynthesis protein (mog) {Escherichia coli};Orf_Size=527;Prot_Size(est)=19360.0
.,forsyth,gene,HP0800,855889,856323,"molybdopterin converting factor, subunit 2 (moaE) {Synechococcus sp.}",434,15950,.,-,.,"gene=HP0800;Putative_Id=molybdopterin converting factor, subunit 2 (moaE) {Synechococcus sp.};Orf_Size=434;Prot_Size(est)=15950.0"
.,forsyth,gene,HP0801,856327,856548,"molybdopterin converting factor, subunit 1 (moaD) {Escherichia coli}",221,8140,.,-,.,"gene=HP0801;Putative_Id=molybdopterin converting factor, subunit 1 (moaD) {Escherichia coli};Orf_Size=221;Prot_Size(est)=8140.0"
.,forsyth,gene,HP0802,856624,857199,GTP cyclohydrolase II (ribA) {Haemophilus influenzae},575,21120,.,-,.,gene=HP0802;Putative_Id=GTP cyclohydrolase II (ribA) {Haemophilus influenzae};Orf_Size=575;Prot_Size(est)=21120.0
.,forsyth,gene,HP0803,857291,858127,hypothetical protein,836,30690,.,-,.,gene=HP0803;Putative_Id=hypothetical protein;Orf_Size=836;Prot_Size(est)=30690.0
.,forsyth,gene,HP0804,858219,859250,"GTP cyclohydrolase II/3,4-dihydroxy-2-butanone 4-phosphate synthase (ribA, ribB) {Bacillus amyloliquefaciens}",1031,37840,.,-,.,"gene=HP0804;Putative_Id=GTP cyclohydrolase II/3,4-dihydroxy-2-butanone 4-phosphate synthase (ribA, ribB) {Bacillus amyloliquefaciens};Orf_Size=1031;Prot_Size(est)=37840.0"
.,forsyth,gene,HP0805,859424,860275,lipooligosaccharide 5G8 epitope biosynthesis-associated protein (lex2B) {Haemophilus influenzae},851,31240,.,-,.,gene=HP0805;Putative_Id=lipooligosaccharide 5G8 epitope biosynthesis-associated protein (lex2B) {Haemophilus influenzae};Orf_Size=851;Prot_Size(est)=31240.0
.,forsyth,gene,HP0806,860357,860974,hypothetical protein,617,22660,.,+,.,gene=HP0806;Putative_Id=hypothetical protein;Orf_Size=617;Prot_Size(est)=22660.0
.,forsyth,gene,HP0807,860997,863357,iron(III) dicitrate transport protein (fecA) {Escherichia coli},2360,86570,.,-,.,gene=HP0807;Putative_Id=iron(III) dicitrate transport protein (fecA) {Escherichia coli};Orf_Size=2360;Prot_Size(est)=86570.0
.,forsyth,gene,HP0808,863554,863910,holo-acp synthase (acpS) {Escherichia coli},356,13090,.,-,.,gene=HP0808;Putative_Id=holo-acp synthase (acpS) {Escherichia coli};Orf_Size=356;Prot_Size(est)=13090.0
.,forsyth,gene,HP0809,863920,864468,hypothetical protein,548,20130,.,-,.,gene=HP0809;Putative_Id=hypothetical protein;Orf_Size=548;Prot_Size(est)=20130.0
.,forsyth,gene,HP0810,864480,865079,conserved hypothetical protein {Escherichia coli},599,22000,.,-,.,gene=HP0810;Putative_Id=conserved hypothetical protein {Escherichia coli};Orf_Size=599;Prot_Size(est)=22000.0
.,forsyth,gene,HP0811,865061,865384,hypothetical protein,323,11880,.,-,.,gene=HP0811;Putative_Id=hypothetical protein;Orf_Size=323;Prot_Size(est)=11880.0
.,forsyth,gene,HP0812,865840,866847,hypothetical protein,1007,36960,.,-,.,gene=HP0812;Putative_Id=hypothetical protein;Orf_Size=1007;Prot_Size(est)=36960.0
.,forsyth,gene,HP0813,866980,867594,conserved hypothetical protein {Mycobacterium leprae},614,22550,.,+,.,gene=HP0813;Putative_Id=conserved hypothetical protein {Mycobacterium leprae};Orf_Size=614;Prot_Size(est)=22550.0
.,forsyth,gene,HP0814,867598,868362,thiamin biosynthesis protein (thiF) {Escherichia coli},764,28050,.,+,.,gene=HP0814;Putative_Id=thiamin biosynthesis protein (thiF) {Escherichia coli};Orf_Size=764;Prot_Size(est)=28050.0
.,forsyth,gene,HP0815,868381,869151,flagellar motor rotation protein (motA) {Bacillus subtilis},770,28270,.,+,.,gene=HP0815;Putative_Id=flagellar motor rotation protein (motA) {Bacillus subtilis};Orf_Size=770;Prot_Size(est)=28270.0
.,forsyth,gene,HP0816,869157,869927,flagellar motor rotation protein (motB) {Bacillus subtilis},770,28270,.,+,.,gene=HP0816;Putative_Id=flagellar motor rotation protein (motB) {Bacillus subtilis};Orf_Size=770;Prot_Size(est)=28270.0
.,forsyth,gene,HP0817,869927,870370,hypothetical protein,443,16280,.,+,.,gene=HP0817;Putative_Id=hypothetical protein;Orf_Size=443;Prot_Size(est)=16280.0
.,forsyth,gene,HP0818,870442,872100,osmoprotection protein (proWX) {Bacillus subtilis},1658,60830,.,+,.,gene=HP0818;Putative_Id=osmoprotection protein (proWX) {Bacillus subtilis};Orf_Size=1658;Prot_Size(est)=60830.0
.,forsyth,gene,HP0819,872107,872754,osmoprotection protein (proV) {Bacillus subtilis},647,23760,.,+,.,gene=HP0819;Putative_Id=osmoprotection protein (proV) {Bacillus subtilis};Orf_Size=647;Prot_Size(est)=23760.0
.,forsyth,gene,HP0820,872931,873389,hypothetical protein,458,16830,.,+,.,gene=HP0820;Putative_Id=hypothetical protein;Orf_Size=458;Prot_Size(est)=16830.0
.,forsyth,gene,HP0821,873393,875174,excinuclease ABC subunit C (uvrC) {Haemophilus influenzae},1781,65340,.,+,.,gene=HP0821;Putative_Id=excinuclease ABC subunit C (uvrC) {Haemophilus influenzae};Orf_Size=1781;Prot_Size(est)=65340.0
.,forsyth,gene,HP0822,875188,876450,homoserine dehydrogenase (metL) {Bacillus subtilis},1262,46310,.,+,.,gene=HP0822;Putative_Id=homoserine dehydrogenase (metL) {Bacillus subtilis};Orf_Size=1262;Prot_Size(est)=46310.0
.,forsyth,gene,HP0823,876454,876795,conserved hypothetical protein {Mycobacterium tuberculosis},341,12540,.,+,.,gene=HP0823;Putative_Id=conserved hypothetical protein {Mycobacterium tuberculosis};Orf_Size=341;Prot_Size(est)=12540.0
.,forsyth,gene,HP0824,876887,877204,thioredoxin (trxA) {Bacillus subtilis},317,11660,.,+,.,gene=HP0824;Putative_Id=thioredoxin (trxA) {Bacillus subtilis};Orf_Size=317;Prot_Size(est)=11660.0
.,forsyth,gene,HP0825,877212,878144,thioredoxin reductase (trxB) {Clostridium litorale},932,34210,.,+,.,gene=HP0825;Putative_Id=thioredoxin reductase (trxB) {Clostridium litorale};Orf_Size=932;Prot_Size(est)=34210.0
.,forsyth,gene,HP0826,878363,879181,lipooligosaccharide 5G8 epitope biosynthesis-associated protein (lex2B) {Haemophilus influenzae},818,30030,.,+,.,gene=HP0826;Putative_Id=lipooligosaccharide 5G8 epitope biosynthesis-associated protein (lex2B) {Haemophilus influenzae};Orf_Size=818;Prot_Size(est)=30030.0
.,forsyth,gene,HP0827,879393,879638,ss-DNA binding protein 12RNP2 precursor {Synechococcus sp.},245,9020,.,-,.,gene=HP0827;Putative_Id=ss-DNA binding protein 12RNP2 precursor {Synechococcus sp.};Orf_Size=245;Prot_Size(est)=9020.0
.,forsyth,gene,HP0828,879966,880643,"ATP synthase F0, subunit a (atpB) {Synechocystis sp.}",677,24860,.,-,.,"gene=HP0828;Putative_Id=ATP synthase F0, subunit a (atpB) {Synechocystis sp.};Orf_Size=677;Prot_Size(est)=24860.0"
.,forsyth,gene,HP0829,880768,882210,inosine-5'-monophosphate dehydrogenase (guaB) {Bacillus subtilis},1442,52910,.,-,.,gene=HP0829;Putative_Id=inosine-5'-monophosphate dehydrogenase (guaB) {Bacillus subtilis};Orf_Size=1442;Prot_Size(est)=52910.0
.,forsyth,gene,HP0830,882223,883581,amidase {Methanococcus jannaschii},1358,49830,.,-,.,gene=HP0830;Putative_Id=amidase {Methanococcus jannaschii};Orf_Size=1358;Prot_Size(est)=49830.0
.,forsyth,gene,HP0831,883643,884230,conserved hypothetical ATP binding protein {Pseudomonas putida},587,21560,.,-,.,gene=HP0831;Putative_Id=conserved hypothetical ATP binding protein {Pseudomonas putida};Orf_Size=587;Prot_Size(est)=21560.0
.,forsyth,gene,HP0832,884235,885020,spermidine synthase (speE) {Methanococcus jannaschii},785,28820,.,-,.,gene=HP0832;Putative_Id=spermidine synthase (speE) {Methanococcus jannaschii};Orf_Size=785;Prot_Size(est)=28820.0
.,forsyth,gene,HP0833,885115,885990,hypothetical protein,875,32120,.,-,.,gene=HP0833;Putative_Id=hypothetical protein;Orf_Size=875;Prot_Size(est)=32120.0
.,forsyth,gene,HP0834,886067,887440,GTP-binding protein homologue (yphC) {Bacillus subtilis},1373,50380,.,+,.,gene=HP0834;Putative_Id=GTP-binding protein homologue (yphC) {Bacillus subtilis};Orf_Size=1373;Prot_Size(est)=50380.0
.,forsyth,gene,HP0835,887585,887866,histone-like DNA-binding protein HU (hup) {Clostridium pasteurianum},281,10340,.,+,.,gene=HP0835;Putative_Id=histone-like DNA-binding protein HU (hup) {Clostridium pasteurianum};Orf_Size=281;Prot_Size(est)=10340.0
.,forsyth,gene,HP0836,888471,888827,hypothetical protein,356,13090,.,+,.,gene=HP0836;Putative_Id=hypothetical protein;Orf_Size=356;Prot_Size(est)=13090.0
.,forsyth,gene,HP0837,888773,889078,hypothetical protein,305,11220,.,+,.,gene=HP0837;Putative_Id=hypothetical protein;Orf_Size=305;Prot_Size(est)=11220.0
.,forsyth,gene,HP0838,889101,889715,hypothetical protein,614,22550,.,+,.,gene=HP0838;Putative_Id=hypothetical protein;Orf_Size=614;Prot_Size(est)=22550.0
.,forsyth,gene,HP0839,889715,891475,outer membrane protein P1 (ompP1) {Haemophilus influenzae},1760,64570,.,+,.,gene=HP0839;Putative_Id=outer membrane protein P1 (ompP1) {Haemophilus influenzae};Orf_Size=1760;Prot_Size(est)=64570.0
.,forsyth,gene,HP0840,891482,892480,flaA1 protein {Caulobacter crescentus},998,36630,.,+,.,gene=HP0840;Putative_Id=flaA1 protein {Caulobacter crescentus};Orf_Size=998;Prot_Size(est)=36630.0
.,forsyth,gene,HP0841,892480,893754,pantothenate metabolism flavoprotein (dfp) {Haemophilus influenzae},1274,46750,.,+,.,gene=HP0841;Putative_Id=pantothenate metabolism flavoprotein (dfp) {Haemophilus influenzae};Orf_Size=1274;Prot_Size(est)=46750.0
.,forsyth,gene,HP0842,893757,894491,hypothetical protein,734,26950,.,+,.,gene=HP0842;Putative_Id=hypothetical protein;Orf_Size=734;Prot_Size(est)=26950.0
.,forsyth,gene,HP0843,894522,895178,thiamin phosphate pyrophosphorylase/hyroxyethylthiazole kinase (thiB) {Saccharomyces cerevisiae},656,24090,.,-,.,gene=HP0843;Putative_Id=thiamin phosphate pyrophosphorylase/hyroxyethylthiazole kinase (thiB) {Saccharomyces cerevisiae};Orf_Size=656;Prot_Size(est)=24090.0
.,forsyth,gene,HP0844,895174,895983,thiamine biosynthesis protein (thi) {Rhizobium meliloti},809,29700,.,-,.,gene=HP0844;Putative_Id=thiamine biosynthesis protein (thi) {Rhizobium meliloti};Orf_Size=809;Prot_Size(est)=29700.0
.,forsyth,gene,HP0845,895980,896798,thiamin phosphate pyrophosphorylase/hyroxyethylthiazole kinase (thiM) {Saccharomyces cerevisiae},818,30030,.,-,.,gene=HP0845;Putative_Id=thiamin phosphate pyrophosphorylase/hyroxyethylthiazole kinase (thiM) {Saccharomyces cerevisiae};Orf_Size=818;Prot_Size(est)=30030.0
.,forsyth,gene,HP0846,896846,899443,type I restriction enzyme R protein (hsdR) {Escherichia coli},2597,95260,.,-,.,gene=HP0846;Putative_Id=type I restriction enzyme R protein (hsdR) {Escherichia coli};Orf_Size=2597;Prot_Size(est)=95260.0
.,forsyth,gene,HP0847,899737,899835,hypothetical protein,98,3630,.,-,.,gene=HP0847;Putative_Id=hypothetical protein;Orf_Size=98;Prot_Size(est)=3630.0
.,forsyth,gene,HP0848,899840,900733,type I restriction enzyme S protein (hsdS) {Haemophilus influenzae},893,32780,.,-,.,gene=HP0848;Putative_Id=type I restriction enzyme S protein (hsdS) {Haemophilus influenzae};Orf_Size=893;Prot_Size(est)=32780.0
.,forsyth,gene,HP0849,900838,901125,hypothetical protein,287,10560,.,-,.,gene=HP0849;Putative_Id=hypothetical protein;Orf_Size=287;Prot_Size(est)=10560.0
.,forsyth,gene,HP0850,901121,902701,type I restriction enzyme M protein (hsdM) {Escherichia coli},1580,57970,.,-,.,gene=HP0850;Putative_Id=type I restriction enzyme M protein (hsdM) {Escherichia coli};Orf_Size=1580;Prot_Size(est)=57970.0
.,forsyth,gene,HP0851,902875,903555,conserved hypothetical integral membrane protein {Methanococcus jannaschii},680,24970,.,+,.,gene=HP0851;Putative_Id=conserved hypothetical integral membrane protein {Methanococcus jannaschii};Orf_Size=680;Prot_Size(est)=24970.0
.,forsyth,gene,HP0852,903791,904729,hypothetical protein,938,34430,.,-,.,gene=HP0852;Putative_Id=hypothetical protein;Orf_Size=938;Prot_Size(est)=34430.0
.,forsyth,gene,HP0853,904729,906327,"ABC transporter, ATP-binding protein (yheS) {Escherichia coli}",1598,58630,.,-,.,"gene=HP0853;Putative_Id=ABC transporter, ATP-binding protein (yheS) {Escherichia coli};Orf_Size=1598;Prot_Size(est)=58630.0"
.,forsyth,gene,HP0854,906519,907499,GMP reductase (guaC) {Homo sapiens},980,35970,.,+,.,gene=HP0854;Putative_Id=GMP reductase (guaC) {Homo sapiens};Orf_Size=980;Prot_Size(est)=35970.0
.,forsyth,gene,HP0855,907648,909228,alginate O-acetylation protein (algI) {Pseudomonas aeruginosa},1580,57970,.,+,.,gene=HP0855;Putative_Id=alginate O-acetylation protein (algI) {Pseudomonas aeruginosa};Orf_Size=1580;Prot_Size(est)=57970.0
.,forsyth,gene,HP0856,909241,910332,hypothetical protein,1091,40040,.,+,.,gene=HP0856;Putative_Id=hypothetical protein;Orf_Size=1091;Prot_Size(est)=40040.0
.,forsyth,gene,HP0857,910341,910916,phosphoheptose isomerase (gmhA) {Escherichia coli},575,21120,.,-,.,gene=HP0857;Putative_Id=phosphoheptose isomerase (gmhA) {Escherichia coli};Orf_Size=575;Prot_Size(est)=21120.0
.,forsyth,gene,HP0858,910912,912294,ADP-heptose synthase (rfaE) {Haemophilus influenzae},1382,50710,.,-,.,gene=HP0858;Putative_Id=ADP-heptose synthase (rfaE) {Haemophilus influenzae};Orf_Size=1382;Prot_Size(est)=50710.0
.,forsyth,gene,HP0859,912294,913283,ADP-L-glycero-D-mannoheptose-6-epimerase (rfaD) {Salmonella choleraesuis},989,36300,.,-,.,gene=HP0859;Putative_Id=ADP-L-glycero-D-mannoheptose-6-epimerase (rfaD) {Salmonella choleraesuis};Orf_Size=989;Prot_Size(est)=36300.0
.,forsyth,gene,HP0860,913295,913813,conserved hypothetical protein {Haemophilus influenzae},518,19030,.,-,.,gene=HP0860;Putative_Id=conserved hypothetical protein {Haemophilus influenzae};Orf_Size=518;Prot_Size(est)=19030.0
.,forsyth,gene,HP0861,913806,914543,hypothetical protein,737,27060,.,-,.,gene=HP0861;Putative_Id=hypothetical protein;Orf_Size=737;Prot_Size(est)=27060.0
.,forsyth,gene,HP0862,914537,915205,hypothetical protein,668,24530,.,-,.,gene=HP0862;Putative_Id=hypothetical protein;Orf_Size=668;Prot_Size(est)=24530.0
.,forsyth,gene,HP0863,915213,916838,hypothetical protein,1625,59620,.,-,.,gene=HP0863;Putative_Id=hypothetical protein;Orf_Size=1625;Prot_Size(est)=59620.0
.,forsyth,gene,HP0864,916846,917499,hypothetical protein,653,23980,.,-,.,gene=HP0864;Putative_Id=hypothetical protein;Orf_Size=653;Prot_Size(est)=23980.0
.,forsyth,gene,HP0865,917499,917933,deoxyuridine 5'-triphosphate nucleotidohydrolase (dut) {Candida albicans},434,15950,.,-,.,gene=HP0865;Putative_Id=deoxyuridine 5'-triphosphate nucleotidohydrolase (dut) {Candida albicans};Orf_Size=434;Prot_Size(est)=15950.0
.,forsyth,gene,HP0866,917926,918417,transcription elongation factor GreA (greA) {Escherichia coli},491,18040,.,-,.,gene=HP0866;Putative_Id=transcription elongation factor GreA (greA) {Escherichia coli};Orf_Size=491;Prot_Size(est)=18040.0
.,forsyth,gene,HP0867,918461,919540,lipid A disaccharide synthetase (lpxB) {Haemophilus influenzae},1079,39600,.,-,.,gene=HP0867;Putative_Id=lipid A disaccharide synthetase (lpxB) {Haemophilus influenzae};Orf_Size=1079;Prot_Size(est)=39600.0
.,forsyth,gene,HP0868,919543,920001,hypothetical protein,458,16830,.,-,.,gene=HP0868;Putative_Id=hypothetical protein;Orf_Size=458;Prot_Size(est)=16830.0
.,forsyth,gene,HP0869,920008,920358,hydrogenase expression/formation protein (hypA) {Bradyrhizobium japonicum},350,12870,.,-,.,gene=HP0869;Putative_Id=hydrogenase expression/formation protein (hypA) {Bradyrhizobium japonicum};Orf_Size=350;Prot_Size(est)=12870.0
.,forsyth,gene,HP0870,920420,922573,flagellar hook (flgE) {Helicobacter pylori},2153,78980,.,-,.,gene=HP0870;Putative_Id=flagellar hook (flgE) {Helicobacter pylori};Orf_Size=2153;Prot_Size(est)=78980.0
.,forsyth,gene,HP0871,922784,923515,CDP-diglyceride hydrolase (cdh) {Escherichia coli},731,26840,.,-,.,gene=HP0871;Putative_Id=CDP-diglyceride hydrolase (cdh) {Escherichia coli};Orf_Size=731;Prot_Size(est)=26840.0
.,forsyth,gene,HP0872,923867,924193,alkylphosphonate uptake protein (phnA) {Escherichia coli},326,11990,.,+,.,gene=HP0872;Putative_Id=alkylphosphonate uptake protein (phnA) {Escherichia coli};Orf_Size=326;Prot_Size(est)=11990.0
