seqname,source,feature,HP_number,gene_type,start,end,Putative_Id,Orf_Size,Prot_Size(est),score,strand,frame
.,forsyth,gene,HP0832,CENTRAL INTERMEDIARY METABOLISM,884235,885020,spermidine synthase (speE) {Methanococcus jannaschii},785,28820,.,-,.
.,forsyth,gene,HP0833,HYPOTHETICAL PROTEIEN,885115,885990,hypothetical protein,875,32120,.,-,.
.,forsyth,gene,HP0834,HYPOTHETICAL PROTEIEN,886067,887440,GTP-binding protein homologue (yphC) {Bacillus subtilis},1373,50380,.,+,.
.,forsyth,gene,HP0835,TRANSLATION,887585,887866,histone-like DNA-binding protein HU (hup) {Clostridium pasteurianum},281,10340,.,+,.
.,forsyth,gene,HP0836,HYPOTHETICAL PROTEIEN,888471,888827,hypothetical protein,356,13090,.,+,.
.,forsyth,gene,HP0837,HYPOTHETICAL PROTEIEN,888773,889078,hypothetical protein,305,11220,.,+,.
.,forsyth,gene,HP0838,HYPOTHETICAL PROTEIEN,889101,889715,hypothetical protein,614,22550,.,+,.
.,forsyth,gene,HP0839,CELL ENVELOPE,889715,891475,outer membrane protein P1 (ompP1) {Haemophilus influenzae},1760,64570,.,+,.
.,forsyth,gene,HP0840,CELL ENVELOPE,891482,892480,flaA1 protein {Caulobacter crescentus},998,36630,.,+,.
.,forsyth,gene,HP0841,"BIOSYNTHESIS OF COFACTORS, PROSTHETIC GROUPS, AND CARRIERS",892480,893754,pantothenate metabolism flavoprotein (dfp) {Haemophilus influenzae},1274,46750,.,+,.
.,forsyth,gene,HP0842,HYPOTHETICAL PROTEIEN,893757,894491,hypothetical protein,734,26950,.,+,.
.,forsyth,gene,HP0843,"BIOSYNTHESIS OF COFACTORS, PROSTHETIC GROUPS, AND CARRIERS",894522,895178,thiamin phosphate pyrophosphorylase/hyroxyethylthiazole kinase (thiB) {Saccharomyces cerevisiae},656,24090,.,-,.
.,forsyth,gene,HP0844,"BIOSYNTHESIS OF COFACTORS, PROSTHETIC GROUPS, AND CARRIERS",895174,895983,thiamine biosynthesis protein (thi) {Rhizobium meliloti},809,29700,.,-,.
.,forsyth,gene,HP0845,"BIOSYNTHESIS OF COFACTORS, PROSTHETIC GROUPS, AND CARRIERS",895980,896798,thiamin phosphate pyrophosphorylase/hyroxyethylthiazole kinase (thiM) {Saccharomyces cerevisiae},818,30030,.,-,.
.,forsyth,gene,HP0846,REPLICATION,896846,899443,type I restriction enzyme R protein (hsdR) {Escherichia coli},2597,95260,.,-,.
.,forsyth,gene,HP0847,HYPOTHETICAL PROTEIEN,899737,899835,hypothetical protein,98,3630,.,-,.
.,forsyth,gene,HP0848,REPLICATION,899840,900733,type I restriction enzyme S protein (hsdS) {Haemophilus influenzae},893,32780,.,-,.
.,forsyth,gene,HP0849,HYPOTHETICAL PROTEIEN,900838,901125,hypothetical protein,287,10560,.,-,.
.,forsyth,gene,HP0850,REPLICATION,901121,902701,type I restriction enzyme M protein (hsdM) {Escherichia coli},1580,57970,.,-,.
.,forsyth,gene,HP0851,HYPOTHETICAL PROTEIEN,902875,903555,conserved hypothetical integral membrane protein {Methanococcus jannaschii},680,24970,.,+,.
.,forsyth,gene,HP0852,HYPOTHETICAL PROTEIEN,903791,904729,hypothetical protein,938,34430,.,-,.
.,forsyth,gene,HP0853,TRANSPORT AND BINDING PROTEINS,904729,906327,"ABC transporter, ATP-binding protein (yheS) {Escherichia coli}",1598,58630,.,-,.
.,forsyth,gene,HP0854,"PURINES, PYRIMIDINES, NUCLEOSIDES AND NUCLEOTIDES",906519,907499,GMP reductase (guaC) {Homo sapiens},980,35970,.,+,.
.,forsyth,gene,HP0855,CELL ENVELOPE,907648,909228,alginate O-acetylation protein (algI) {Pseudomonas aeruginosa},1580,57970,.,+,.
.,forsyth,gene,HP0856,HYPOTHETICAL PROTEIEN,909241,910332,hypothetical protein,1091,40040,.,+,.
.,forsyth,gene,HP0857,CELL ENVELOPE,910341,910916,phosphoheptose isomerase (gmhA) {Escherichia coli},575,21120,.,-,.
.,forsyth,gene,HP0858,CELL ENVELOPE,910912,912294,ADP-heptose synthase (rfaE) {Haemophilus influenzae},1382,50710,.,-,.
.,forsyth,gene,HP0859,CELL ENVELOPE,912294,913283,ADP-L-glycero-D-mannoheptose-6-epimerase (rfaD) {Salmonella choleraesuis},989,36300,.,-,.
.,forsyth,gene,HP0860,HYPOTHETICAL PROTEIEN,913295,913813,conserved hypothetical protein {Haemophilus influenzae},518,19030,.,-,.
.,forsyth,gene,HP0861,HYPOTHETICAL PROTEIEN,913806,914543,hypothetical protein,737,27060,.,-,.
.,forsyth,gene,HP0862,HYPOTHETICAL PROTEIEN,914537,915205,hypothetical protein,668,24530,.,-,.
.,forsyth,gene,HP0863,HYPOTHETICAL PROTEIEN,915213,916838,hypothetical protein,1625,59620,.,-,.
.,forsyth,gene,HP0864,HYPOTHETICAL PROTEIEN,916846,917499,hypothetical protein,653,23980,.,-,.
.,forsyth,gene,HP0865,"PURINES, PYRIMIDINES, NUCLEOSIDES AND NUCLEOTIDES",917499,917933,deoxyuridine 5'-triphosphate nucleotidohydrolase (dut) {Candida albicans},434,15950,.,-,.
.,forsyth,gene,HP0866,TRANSCRIPTION,917926,918417,transcription elongation factor GreA (greA) {Escherichia coli},491,18040,.,-,.
.,forsyth,gene,HP0867,CELL ENVELOPE,918461,919540,lipid A disaccharide synthetase (lpxB) {Haemophilus influenzae},1079,39600,.,-,.
.,forsyth,gene,HP0868,HYPOTHETICAL PROTEIEN,919543,920001,hypothetical protein,458,16830,.,-,.
.,forsyth,gene,HP0869,CENTRAL INTERMEDIARY METABOLISM,920008,920358,hydrogenase expression/formation protein (hypA) {Bradyrhizobium japonicum},350,12870,.,-,.
.,forsyth,gene,HP0870,CELL ENVELOPE,920420,922573,flagellar hook (flgE) {Helicobacter pylori},2153,78980,.,-,.
.,forsyth,gene,HP0871,FATTY ACID AND PHOSPHOLIPID METABOLISM,922784,923515,CDP-diglyceride hydrolase (cdh) {Escherichia coli},731,26840,.,-,.
.,forsyth,gene,HP0872,HYPOTHETICAL PROTEIEN,923867,924193,alkylphosphonate uptake protein (phnA) {Escherichia coli},326,11990,.,+,.
.,forsyth,gene,HP0873,HYPOTHETICAL PROTEIEN,924254,924466,hypothetical protein,212,7810,.,-,.
.,forsyth,gene,HP0874,HYPOTHETICAL PROTEIEN,924554,925426,hypothetical protein,872,32010,.,-,.
.,forsyth,gene,HP0875,CELLULAR PROCESSES,925574,927088,catalase {Helicobacter pylori},1514,55550,.,-,.
.,forsyth,gene,HP0876,TRANSPORT AND BINDING PROTEINS,927411,929783,iron-regulated outer membrane protein (frpB) {Neisseria meningitidis},2372,87010,.,+,.
.,forsyth,gene,HP0877,REPLICATION,929790,930260,Holliday junction endodeoxyribonuclease (ruvC) {Escherichia coli},470,17270,.,-,.
.,forsyth,gene,HP0878,HYPOTHETICAL PROTEIEN,930391,930561,hypothetical protein,170,6270,.,+,.
.,forsyth,gene,HP0879,HYPOTHETICAL PROTEIEN,930515,931120,hypothetical protein,605,22220,.,+,.
.,forsyth,gene,HP0880,HYPOTHETICAL PROTEIEN,931606,932025,hypothetical protein,419,15400,.,-,.
.,forsyth,gene,HP0881,HYPOTHETICAL PROTEIEN,932036,932128,hypothetical protein,92,3410,.,-,.
.,forsyth,gene,HP0882,HYPOTHETICAL PROTEIEN,932436,932789,hypothetical protein,353,12980,.,-,.
.,forsyth,gene,HP0883,REPLICATION,932821,933369,Holliday junction DNA helicase (ruvA) {Haemophilus influenzae},548,20130,.,-,.
.,forsyth,gene,HP0884,HYPOTHETICAL PROTEIEN,933398,935239,hypothetical protein,1841,67540,.,-,.
.,forsyth,gene,HP0885,OTHER CATEGORIES,935407,936789,virulence factor mviN protein (mviN) {Haemophilus influenzae},1382,50710,.,+,.
.,forsyth,gene,HP0886,TRANSLATION,936793,938187,cysteinyl-tRNA synthetase (cysS) {Helicobacter pylori},1394,51150,.,+,.
.,forsyth,gene,HP0887,CELLULAR PROCESSES,938415,942284,vacuolating cytotoxin {Helicobacter pylori},3869,141900,.,+,.
.,forsyth,gene,HP0888,TRANSPORT AND BINDING PROTEINS,942350,943114,"iron(III) dicitrate ABC transporter, ATP-binding protein (fecE) {Escherichia coli}",764,28050,.,-,.
.,forsyth,gene,HP0889,TRANSPORT AND BINDING PROTEINS,943117,944094,"iron(III) dicitrate ABC transporter, permease protein (fecD)  {Escherichia coli}",977,35860,.,-,.
.,forsyth,gene,HP0890,HYPOTHETICAL PROTEIEN,944090,944857,conserved hypothetical protein {Escherichia coli},767,28160,.,-,.
.,forsyth,gene,HP0891,HYPOTHETICAL PROTEIEN,945075,945596,conserved hypothetical protein {Bacillus subtilis},521,19140,.,+,.
.,forsyth,gene,HP0892,HYPOTHETICAL PROTEIEN,945694,945963,conserved hypothetical protein {Escherichia coli},269,9900,.,-,.
.,forsyth,gene,HP0893,HYPOTHETICAL PROTEIEN,945980,946264,hypothetical protein,284,10450,.,-,.
.,forsyth,gene,HP0894,HYPOTHETICAL PROTEIEN,946348,946611,conserved hypothetical protein {Haemophilus influenzae},263,9680,.,-,.
.,forsyth,gene,HP0895,HYPOTHETICAL PROTEIEN,946595,946969,hypothetical protein,374,13750,.,-,.
.,forsyth,gene,HP0896,CELL ENVELOPE,947583,949706,outer membrane protein (omp19),2123,77880,.,-,.
.,forsyth,gene,HP0897,HYPOTHETICAL PROTEIEN,950022,950645,hypothetical protein,623,22880,.,+,.
.,forsyth,gene,HP0898,CENTRAL INTERMEDIARY METABOLISM,950743,951852,hydrogenase expression/formation protein (hypD) {Azotobacter chroococcum},1109,40700,.,-,.
.,forsyth,gene,HP0899,CENTRAL INTERMEDIARY METABOLISM,951861,952091,hydrogenase expression/formation protein (hypC) {Methanococcus jannaschii},230,8470,.,-,.
.,forsyth,gene,HP0900,CENTRAL INTERMEDIARY METABOLISM,952094,952819,hydrogenase expression/formation protein (hypB) {Azotobacter chroococcum},725,26620,.,-,.
.,forsyth,gene,HP0901,HYPOTHETICAL PROTEIEN,952931,953053,hypothetical protein,122,4510,.,-,.
.,forsyth,gene,HP0902,HYPOTHETICAL PROTEIEN,953067,953363,hypothetical protein,296,10890,.,-,.
.,forsyth,gene,HP0903,ENERGY METABOLISM,953464,954661,acetate kinase (ackA) {Escherichia coli),1197,43926.66667,.,-,.
.,forsyth,gene,HP0904,ENERGY METABOLISM,954682,955596,phosphate acetyltransferase (pta) {Escherichia coli},914,33550,.,-,.
.,forsyth,gene,HP0905,ENERGY METABOLISM,955557,956225,phosphotransacetylase (pta) {Synechocystis sp.},668,24530,.,-,.
.,forsyth,gene,HP0906,HYPOTHETICAL PROTEIEN,956485,958065,hypothetical protein,1580,57970,.,+,.
.,forsyth,gene,HP0907,CELL ENVELOPE,958119,959021,"hook assembly protein, flagella (flgD) {Salmonella choleraesuis}",902,33110,.,+,.
.,forsyth,gene,HP0908,CELL ENVELOPE,959021,960835,flagellar hook (flgE) {Helicobacter pylori},1814,66550,.,+,.
.,forsyth,gene,HP0909,HYPOTHETICAL PROTEIEN,960890,961492,hypothetical protein,602,22110,.,+,.
.,forsyth,gene,HP0910,REPLICATION,961488,962624,adenine specific DNA methyltransferase (HINDIIM) {Haemophilus influenzae},1136,41690,.,+,.
.,forsyth,gene,HP0911,REPLICATION,962631,964655,"rep helicase, single-stranded DNA-dependent ATPase (rep) {Haemophilus influenzae}",2024,74250,.,+,.
.,forsyth,gene,HP0912,CELL ENVELOPE,965177,966721,outer membrane protein (omp20),1544,56650,.,+,.
.,forsyth,gene,HP0913,CELL ENVELOPE,966746,968332,outer membrane protein (omp21),1586,58190,.,+,.
.,forsyth,gene,HP0914,HYPOTHETICAL PROTEIEN,969241,970782,hypothetical protein,1541,56540,.,-,.
.,forsyth,gene,HP0915,TRANSPORT AND BINDING PROTEINS,971031,972716,iron-regulated outer membrane protein (frpB) {Neisseria meningitidis},1685,61820,.,-,.
.,forsyth,gene,HP0916,TRANSPORT AND BINDING PROTEINS,972719,973465,iron-regulated outer membrane protein (frpB) {Neisseria meningitidis},746,27390,.,-,.
.,forsyth,gene,HP0917,HYPOTHETICAL PROTEIEN,973624,973692,hypothetical protein,68,2530,.,+,.
.,forsyth,gene,HP0918,HYPOTHETICAL PROTEIEN,973728,974156,hypothetical protein,428,15730,.,-,.
.,forsyth,gene,HP0919,"PURINES, PYRIMIDINES, NUCLEOSIDES AND NUCLEOTIDES",974164,977418,carbamoyl-phosphate synthase (glutamine-hydrolysing) (pyrAb) {Bacillus caldolyticus},3254,119350,.,-,.
.,forsyth,gene,HP0920,HYPOTHETICAL PROTEIEN,977520,978209,conserved hypothetical integral membrane protein {Escherichia coli},689,25300,.,-,.
.,forsyth,gene,HP0921,ENERGY METABOLISM,978353,979348,glyceraldehyde-3-phosphate dehydrogenase (gap) {Bacillus megaterium},995,36520,.,+,.
.,forsyth,gene,HP0922,CELL ENVELOPE,979432,987018,toxin-like outer membrane protein {Helicobacter pylori},7586,278190,.,+,.
.,forsyth,gene,HP0923,CELL ENVELOPE,987073,988179,outer membrane protein (omp22),1106,40590,.,+,.
.,forsyth,gene,HP0924,OTHER CATEGORIES,988245,988448,4-oxalocrotonate tautomerase (dmpI) {Pseudomonas putida},203,7480,.,-,.
.,forsyth,gene,HP0925,REPLICATION,988604,989182,recombinational DNA repair protein (recR) {Haemophilus influenzae},578,21230,.,+,.
.,forsyth,gene,HP0926,HYPOTHETICAL PROTEIEN,989182,990324,conserved hypothetical protein {Haemophilus influenzae},1142,41910,.,+,.
.,forsyth,gene,HP0927,OTHER CATEGORIES,990266,991243,heat shock protein (htpX) {Escherichia coli},977,35860,.,+,.
.,forsyth,gene,HP0928,"BIOSYNTHESIS OF COFACTORS, PROSTHETIC GROUPS, AND CARRIERS",991247,991786,GTP cyclohydrolase I (folE) {Campylobacter jejuni},539,19800,.,+,.
.,forsyth,gene,HP0929,"BIOSYNTHESIS OF COFACTORS, PROSTHETIC GROUPS, AND CARRIERS",991805,992713,geranyltranstransferase (ispA) {Haemophilus influenzae},908,33330,.,+,.
.,forsyth,gene,HP0930,OTHER CATEGORIES,992713,993513,stationary-phase survival protein (surE) {Escherichia coli},800,29370,.,+,.
.,forsyth,gene,HP0931,HYPOTHETICAL PROTEIEN,993513,993950,hypothetical protein,437,16060,.,+,.
.,forsyth,gene,HP0932,HYPOTHETICAL PROTEIEN,993869,994168,hypothetical protein,299,11000,.,+,.
.,forsyth,gene,HP0933,HYPOTHETICAL PROTEIEN,994173,994772,hypothetical protein,599,22000,.,+,.
.,forsyth,gene,HP0934,HYPOTHETICAL PROTEIEN,994778,995530,conserved hypothetical protein {Escherichia coli},752,27610,.,+,.
.,forsyth,gene,HP0935,HYPOTHETICAL PROTEIEN,995544,996026,hypothetical protein,482,17710,.,+,.
.,forsyth,gene,HP0936,TRANSPORT AND BINDING PROTEINS,996535,997701,proline/betaine transporter (proP) {Escherichia coli},1166,42790,.,-,.
.,forsyth,gene,HP0937,HYPOTHETICAL PROTEIEN,998326,999117,hypothetical protein,791,29040,.,-,.
.,forsyth,gene,HP0938,HYPOTHETICAL PROTEIEN,999200,999544,hypothetical protein,344,12650,.,-,.
.,forsyth,gene,HP0939,TRANSPORT AND BINDING PROTEINS,999610,1000320,"amino acid ABC transporter, permease protein (yckJ) {Bacillus subtilis}",710,26070,.,-,.
.,forsyth,gene,HP0940,TRANSPORT AND BINDING PROTEINS,1000307,1001074,"amino acid ABC transporter, periplasmic binding protein (yckK) {Bacillus subtilis}",767,28160,.,-,.
.,forsyth,gene,HP0941,AMINO-ACID BIOSYNTHESIS,1001145,1002275,"alanine racemase, biosynthetic (alr) {Escherichia coli}",1130,41470,.,-,.
.,forsyth,gene,HP0942,TRANSPORT AND BINDING PROTEINS,1002285,1003634,D-alanine glycine permease (dagA) {Haemophilus influenzae},1349,49500,.,-,.
.,forsyth,gene,HP0943,ENERGY METABOLISM,1003678,1004907,D-amino acid dehydrogenase (dadA) {Escherichia coli},1229,45100,.,-,.
.,forsyth,gene,HP0944,TRANSLATION,1004932,1005306,"translation initiation inhibitor, putative {Rattus sp.}",374,13750,.,-,.
.,forsyth,gene,HP0945,HYPOTHETICAL PROTEIEN,1005789,1006082,hypothetical protein,293,10780,.,-,.
.,forsyth,gene,HP0946,HYPOTHETICAL PROTEIEN,1006665,1008152,conserved hypothetical integral membrane protein {Haemophilus influenzae},1487,54560,.,+,.
.,forsyth,gene,HP0947,HYPOTHETICAL PROTEIEN,1008470,1008829,hypothetical protein,359,13200,.,+,.
.,forsyth,gene,HP0948,HYPOTHETICAL PROTEIEN,1009202,1010212,hypothetical protein,1010,37070,.,-,.
.,forsyth,gene,HP0949,HYPOTHETICAL PROTEIEN,1010225,1010674,conserved hypothetical secreted protein {Bacillus subtilis},449,16500,.,-,.
.,forsyth,gene,HP0950,FATTY ACID AND PHOSPHOLIPID METABOLISM,1010691,1011557,acetyl-CoA carboxylase beta subunit (accD) {Haemophilus influenzae},866,31790,.,-,.
.,forsyth,gene,HP0951,HYPOTHETICAL PROTEIEN,1011635,1012249,hypothetical protein,614,22550,.,+,.
.,forsyth,gene,HP0952,HYPOTHETICAL PROTEIEN,1012263,1012916,conserved hypothetical integral membrane protein {Thermotoga maritima},653,23980,.,+,.
.,forsyth,gene,HP0953,HYPOTHETICAL PROTEIEN,1012925,1013488,hypothetical protein,563,20680,.,-,.
.,forsyth,gene,HP0954,ENERGY METABOLISM,1013556,1014185,oxygen-insensitive NAD(P)H nitroreductase  {Haemophilus influenzae},629,23100,.,-,.
.,forsyth,gene,HP0955,CELL ENVELOPE,1014185,1015036,prolipoprotein diacylglyceryl transferase (lgt) {Escherichia coli},851,31240,.,-,.
.,forsyth,gene,HP0956,HYPOTHETICAL PROTEIEN,1015049,1015774,conserved hypothetical protein {Mycobacterium tuberculosis},725,26620,.,-,.
.,forsyth,gene,HP0957,CELL ENVELOPE,1015789,1016967,3-deoxy-d-manno-octulosonic-acid transferase (kdtA) {Haemophilus influenzae},1178,43230,.,-,.
.,forsyth,gene,HP0958,HYPOTHETICAL PROTEIEN,1016971,1017732,hypothetical protein,761,27940,.,-,.
.,forsyth,gene,HP0959,HYPOTHETICAL PROTEIEN,1017745,1018473,conserved hypothetical protein {Methanococcus jannaschii},728,26730,.,-,.
.,forsyth,gene,HP0960,TRANSLATION,1018463,1019371,"glycyl-tRNA synthetase, alpha subunit (glyQ) {Haemophilus influenzae}",908,33330,.,-,.
.,forsyth,gene,HP0961,ENERGY METABOLISM,1019388,1020323,glycerol-3-phosphate dehydrogenase (NAD(P)+) {Bacillus subtilus},935,34320,.,-,.
.,forsyth,gene,HP0962,FATTY ACID AND PHOSPHOLIPID METABOLISM,1020458,1020916,acyl carrier protein (acpP) {Haemophilus influenzae},458,16830,.,-,.
.,forsyth,gene,HP0963,HYPOTHETICAL PROTEIEN,1020912,1022252,hypothetical protein,1340,49170,.,-,.
.,forsyth,gene,HP0964,HYPOTHETICAL PROTEIEN,1022252,1023340,hypothetical protein,1088,39930,.,-,.
.,forsyth,gene,HP0965,HYPOTHETICAL PROTEIEN,1023253,1024581,hypothetical protein,1328,48730,.,-,.
.,forsyth,gene,HP0966,HYPOTHETICAL PROTEIEN,1024581,1026227,conserved hypothetical protein {Thermophilic bacterial sp. isolate Rt8.B4},1646,60390,.,-,.
.,forsyth,gene,HP0967,OTHER CATEGORIES,1026451,1026735,virulence associated protein D (vapD) {Haemophilus influenzae},284,10450,.,-,.
.,forsyth,gene,HP0968,HYPOTHETICAL PROTEIEN,1027024,1027086,hypothetical protein,62,2310,.,-,.
.,forsyth,gene,HP0969,TRANSPORT AND BINDING PROTEINS,1027105,1030164,cation efflux system protein (czcA) {Alcaligenes eutrophus plasmid pMOL30},3059,112200,.,-,.
.,forsyth,gene,HP0970,OTHER CATEGORIES,1030164,1031240,nickel-cobalt-cadmium resistance protein (nccB) {Alcaligenes xylosoxidans},1076,39490,.,-,.
.,forsyth,gene,HP0971,HYPOTHETICAL PROTEIEN,1031240,1032478,hypothetical protein,1238,45430,.,-,.
.,forsyth,gene,HP0972,TRANSLATION,1032531,1034633,"glycyl-tRNA synthetase, beta subunit (glyS) {Haemophilus influenzae}",2102,77110,.,-,.
.,forsyth,gene,HP0973,HYPOTHETICAL PROTEIEN,1034745,1035803,hypothetical protein,1058,38830,.,+,.
.,forsyth,gene,HP0974,ENERGY METABOLISM,1035819,1037291,phosphoglycerate mutase (pgm) {Mycoplasma genitalium},1472,54010,.,+,.
.,forsyth,gene,HP0975,HYPOTHETICAL PROTEIEN,1037309,1037587,conserved hypothetical protein {Synechocystis sp.},278,10230,.,+,.
.,forsyth,gene,HP0976,"BIOSYNTHESIS OF COFACTORS, PROSTHETIC GROUPS, AND CARRIERS",1037713,1039020,adenosylmethionine-8-amino-7-oxononanoate aminotransferase (bioA) {Bacillus sphaericus},1307,47960,.,-,.
.,forsyth,gene,HP0977,HYPOTHETICAL PROTEIEN,1039149,1040609,conserved hypothetical secreted protein {Campylobacter jejuni},1460,53570,.,+,.
.,forsyth,gene,HP0978,CELLULAR PROCESSES,1040628,1042103,cell division protein (ftsA) protein {Borrelia burgdorferi},1475,54120,.,+,.
.,forsyth,gene,HP0979,CELLULAR PROCESSES,1042237,1043391,cell divison protein (ftsZ) {Bacillus subtilis},1154,42350,.,+,.
.,forsyth,gene,HP0980,HYPOTHETICAL PROTEIEN,1044552,1044851,conserved hypothetical secreted protein {Escherichia coli},299,11000,.,+,.
.,forsyth,gene,HP0981,HYPOTHETICAL PROTEIEN,1044772,1045134,exonuclease VII-like protein (xseA) {Haemophilus influenzae},362,13310,.,+,.
.,forsyth,gene,HP0982,HYPOTHETICAL PROTEIEN,1045509,1046201,hypothetical protein,692,25410,.,+,.
.,forsyth,gene,HP0983,HYPOTHETICAL PROTEIEN,1047054,1047875,conserved hypothetical integral membrane protein {Escherichia coli},821,30140,.,+,.
.,forsyth,gene,HP0984,HYPOTHETICAL PROTEIEN,1047958,1048062,hypothetical protein,104,3850,.,+,.
.,forsyth,gene,HP0985,HYPOTHETICAL PROTEIEN,1048091,1048411,hypothetical protein,320,11770,.,-,.
.,forsyth,gene,HP0986,HYPOTHETICAL PROTEIEN,1048717,1049427,hypothetical protein,710,26070,.,-,.
.,forsyth,gene,HP0987,HYPOTHETICAL PROTEIEN,1050812,1051042,hypothetical protein,230,8470,.,+,.
.,forsyth,gene,HP0988,OTHER CATEGORIES,1051055,1051480,IS605 transposase (tnpA) {Helicobacter pylori},425,15620,.,-,.
.,forsyth,gene,HP0989,OTHER CATEGORIES,1051550,1052830,IS605 transposase (tnpB) {Helicobacter pylori},1280,46970,.,+,.
.,forsyth,gene,HP0990,HYPOTHETICAL PROTEIEN,1052927,1053592,hypothetical protein,665,24420,.,+,.
.,forsyth,gene,HP0991,HYPOTHETICAL PROTEIEN,1053603,1054229,hypothetical protein,626,22990,.,-,.
.,forsyth,gene,HP0992,HYPOTHETICAL PROTEIEN,1054379,1054615,hypothetical protein,236,8690,.,-,.
.,forsyth,gene,HP0993,HYPOTHETICAL PROTEIEN,1054815,1055063,hypothetical protein,248,9130,.,+,.
.,forsyth,gene,HP0994,HYPOTHETICAL PROTEIEN,1055038,1055838,hypothetical protein,800,29370,.,+,.
.,forsyth,gene,HP0995,REPLICATION,1056161,1057225,integrase/recombinase (xerD) {Escherichia coli},1064,39050,.,-,.
.,forsyth,gene,HP0996,HYPOTHETICAL PROTEIEN,1058376,1060175,hypothetical protein,1799,66000,.,-,.
.,forsyth,gene,HP0997,OTHER CATEGORIES,1060327,1061607,IS605 transposase (tnpB) {Helicobacter pylori},1280,46970,.,-,.
.,forsyth,gene,HP0998,OTHER CATEGORIES,1061677,1062102,IS605 transposase (tnpA) {Helicobacter pylori},425,15620,.,+,.
.,forsyth,gene,HP0999,HYPOTHETICAL PROTEIEN,1062236,1062418,hypothetical protein,182,6710,.,+,.
.,forsyth,gene,HP1000,OTHER CATEGORIES,1062687,1063340,PARA protein {Agrobacterium radiobacter},653,23980,.,+,.
.,forsyth,gene,HP1001,HYPOTHETICAL PROTEIEN,1063428,1063709,hypothetical protein,281,10340,.,+,.
.,forsyth,gene,HP1002,HYPOTHETICAL PROTEIEN,1063756,1064937,hypothetical protein,1181,43340,.,+,.
.,forsyth,gene,HP1003,HYPOTHETICAL PROTEIEN,1064968,1066077,hypothetical protein,1109,40700,.,-,.
.,forsyth,gene,HP1004,HYPOTHETICAL PROTEIEN,1066056,1066874,hypothetical protein,818,30030,.,-,.
.,forsyth,gene,HP1005,HYPOTHETICAL PROTEIEN,1067156,1067467,hypothetical protein,311,11440,.,+,.
.,forsyth,gene,HP1006,CELLULAR PROCESSES,1068024,1068554,conjugal transfer protein (traG) {Agrobacterium radiobacter},530,19470,.,-,.
.,forsyth,gene,HP1007,OTHER CATEGORIES,1068605,1069929,"transposase-like protein, PS3IS {Thermophilic bacterium}",1324,48583.33333,.,-,.
.,forsyth,gene,HP1008,OTHER CATEGORIES,1069967,1070380,IS200 insertion sequence from SARA17 {Salmonella choleraesuis},413,15180,.,+,.
.,forsyth,gene,HP1009,REPLICATION,1070511,1071068,site-specific recombinase {Bacteriophage T4},557,20460,.,-,.
.,forsyth,gene,HP1010,CENTRAL INTERMEDIARY METABOLISM,1072429,1074453,polyphosphate kinase (ppk) {Neisseria meningitidis},2024,74250,.,+,.
.,forsyth,gene,HP1011,"PURINES, PYRIMIDINES, NUCLEOSIDES AND NUCLEOTIDES",1074493,1075545,dihydroorotate dehydrogenase (pyrD) {Haemophilus influenzae},1052,38610,.,+,.
.,forsyth,gene,HP1012,TRANSLATION,1075545,1076876,protease (pqqE) {Methylobacterium extorquens},1331,48840,.,+,.
.,forsyth,gene,HP1013,AMINO-ACID BIOSYNTHESIS,1076894,1077793,dihydrodipicolinate synthetase (dapA) {Escherichia coli},899,33000,.,+,.
.,forsyth,gene,HP1014,CENTRAL INTERMEDIARY METABOLISM,1077793,1078578,7-alpha-hydroxysteroid dehydrogenase (hdhA) {Escherichia coli},785,28820,.,+,.
.,forsyth,gene,HP1015,HYPOTHETICAL PROTEIEN,1078693,1079196,hypothetical protein,503,18480,.,+,.
.,forsyth,gene,HP1016,FATTY ACID AND PHOSPHOLIPID METABOLISM,1079133,1079732,phosphatidylglycerophosphate synthase (pgsA) {Escherichia coli},599,22000,.,+,.
.,forsyth,gene,HP1017,TRANSPORT AND BINDING PROTEINS,1079833,1081389,amino acid permease (rocE) {Bacillus subtilis},1556,57090,.,+,.
.,forsyth,gene,HP1018,HYPOTHETICAL PROTEIEN,1081440,1081583,hypothetical protein,143,5280,.,+,.
.,forsyth,gene,HP1019,TRANSLATION,1081537,1082865,serine protease (htrA) {Campylobacter jejuni},1328,48730,.,+,.
.,forsyth,gene,HP1020,HYPOTHETICAL PROTEIEN,1082890,1084107,conserved hypothetical protein {Rhodobacter capsulatus},1217,44660,.,+,.
.,forsyth,gene,HP1021,REGULATORY FUNCTIONS,1084132,1085025,response regulator {Streptococcus pneumoniae},893,32780,.,+,.
.,forsyth,gene,HP1022,HYPOTHETICAL PROTEIEN,1085284,1086117,hypothetical protein,833,30580,.,+,.
.,forsyth,gene,HP1023,HYPOTHETICAL PROTEIEN,1086218,1087465,hypothetical protein,1247,45760,.,-,.
.,forsyth,gene,HP1024,CELLULAR PROCESSES,1087633,1088496,co-chaperone-curved DNA binding protein A (CbpA) {Escherichia coli},863,31680,.,+,.
.,forsyth,gene,HP1025,REGULATORY FUNCTIONS,1088509,1088877,putative heat shock protein (hspR) {Streptomyces coelicolor},368,13530,.,+,.
.,forsyth,gene,HP1026,HYPOTHETICAL PROTEIEN,1088877,1090049,conserved hypothetical helicase-like protein {Haemophilus influenzae},1172,43010,.,+,.
